Time (s),RMS EMG Relaxed
0.0,0.0064081571047766
0.0004883289383728,0.0202281144090992
0.0009766578767457,0.024025097815608
0.0014649868151186,0.0290974138210554
0.0019533157534915,0.041916208659474
0.0024416446918644,0.0574473614001961
0.0029299736302373,0.0686602588490162
0.0034183025686102,0.0708690945224749
0.0039066315069831,0.0686991157175957
0.0043949604453559,0.0706710164675287
0.0048832893837288,0.0765694169158288
0.0053716183221017,0.0772621903070081
0.0058599472604746,0.0668451733386568
0.0063482761988475,0.0519731209857175
0.0068366051372204,0.0419509494154506
0.0073249340755933,0.0368429986204644
0.0078132630139662,0.029955504727074
0.008301591952339,0.0135878777337402
0.0087899208907119,0.0135010668854574
0.0092782498290848,0.0393908082574831
0.0097665787674577,0.0539083460900211
0.0102549077058306,0.0609651262950013
0.0107432366442035,0.0668160092090189
0.0112315655825764,0.0714478751785862
0.0117198945209493,0.0721348702049285
0.0122082234593221,0.0721931431034299
0.012696552397695,0.0750645296480232
0.0131848813360679,0.0765294328329771
0.0136732102744408,0.0749513694687492
0.0141615392128137,0.0702565563486321
0.0146498681511866,0.0610432794192782
0.0151381970895595,0.0477308843222597
0.0156265260279324,0.0300125788266868
0.0161148549663053,0.0117581938687553
0.0166031839046781,0.0031017430417792
0.017091512843051,0.0155733406077817
0.0175798417814239,0.0259580718717442
0.0180681707197968,0.0368212610293343
0.0185564996581697,0.0495276174270662
0.0190448285965426,0.061158842781221
0.0195331575349155,0.0701173314902429
0.0200214864732884,0.0757840445732934
0.0205098154116612,0.080933503695191
0.0209981443500341,0.085312137492131
0.021486473288407,0.0804763088163836
0.0219748022267799,0.0673699204934603
0.0224631311651528,0.058588792486954
0.0229514601035257,0.0590650148906577
0.0234397890418986,0.0575780215745746
0.0239281179802715,0.0438105952276785
0.0244164469186443,0.0261276894381206
0.0249047758570172,0.01127363238415
0.0253931047953901,0.0061900009301412
0.025881433733763,0.0234068825786015
0.0263697626721359,0.0358531196658828
0.0268580916105088,0.0478466975042443
0.0273464205488817,0.0614407136137665
0.0278347494872546,0.0732176942613536
0.0283230784256275,0.0774381192570134
0.0288114073640003,0.0744664699816528
0.0292997363023732,0.0707997717453021
0.0297880652407461,0.0678208198004959
0.030276394179119,0.0651046697179523
0.0307647231174919,0.062047638189794
0.0312530520558648,0.0565306221468721
0.0317413809942377,0.0477176826169103
0.0322297099326106,0.0341560486703648
0.0327180388709834,0.0181433702734573
0.0332063678093563,0.0039378552720041
0.0336946967477292,0.0059088847954303
0.0341830256861021,0.0130894563414529
0.034671354624475,0.0273391657096504
0.0351596835628479,0.0471345752625668
0.0356480125012208,0.0596633463299374
0.0361363414395937,0.0645416503725174
0.0366246703779666,0.0667264728101078
0.0371129993163394,0.0701468288473288
0.0376013282547123,0.0774270222515109
0.0380896571930852,0.0814366847998651
0.0385779861314581,0.0769782081353862
0.039066315069831,0.0660894494466663
0.0395546440082039,0.0526394498381213
0.0400429729465768,0.0428534073798313
0.0405313018849497,0.0381927919279447
0.0410196308233225,0.0318892056152499
0.0415079597616954,0.0149528676088823
0.0419962887000683,0.007743621568283
0.0424846176384412,0.0211966062037927
0.0429729465768141,0.0268017931646341
0.043461275515187,0.0358176888933151
0.0439496044535599,0.0497631522179254
0.0444379333919328,0.0612010380263248
0.0449262623303056,0.0660377160152825
0.0454145912686785,0.0713978711316729
0.0459029202070514,0.0798623026322747
0.0463912491454243,0.0821475279872356
0.0468795780837972,0.0760430688380203
0.0473679070221701,0.0685815465012698
0.047856235960543,0.0615921438560388
0.0483445648989159,0.0526380500100834
0.0488328938372887,0.0423712941694911
0.0493212227756616,0.031325131012303
0.0498095517140345,0.0164977655164181
0.0502978806524074,0.0021379461009994
0.0507862095907803,0.0194316352303684
0.0512745385291532,0.0307436122614896
0.0517628674675261,0.0379116933505348
0.052251196405899,0.0492642609641691
0.0527395253442719,0.0633315600707638
0.0532278542826447,0.0698914583560627
0.0537161832210176,0.0718111575720109
0.0542045121593905,0.0751857997232343
0.0546928410977634,0.0769415224013423
0.0551811700361363,0.0761072052604775
0.0556694989745092,0.0732996340803805
0.0561578279128821,0.0667833838235946
0.056646156851255,0.0558194504369117
0.0571344857896278,0.0425644845782261
0.0576228147280007,0.0301405451721764
0.0581111436663736,0.0159328322602367
0.0585994726047465,0.0025151282878761
0.0590878015431194,0.0189418342549642
0.0595761304814923,0.0300540646533709
0.0600644594198652,0.0392513873319815
0.0605527883582381,0.0485632867034467
0.061041117296611,0.0590020705309527
0.0615294462349838,0.0707934534741728
0.0620177751733567,0.0814929234863474
0.0625061041117296,0.0852718140354461
0.0629944330501025,0.0821599760197726
0.0634827619884754,0.0783623941867722
0.0639710909268483,0.0725468713945743
0.0644594198652212,0.0634020963686074
0.0649477488035941,0.0537929512031716
0.0654360777419669,0.0417091813982715
0.0659244066803398,0.0253874610346471
0.0664127356187127,0.0082444770028025
0.0669010645570856,0.0046500572323912
0.0673893934954585,0.0159438967769494
0.0678777224338314,0.0314808744055989
0.0683660513722043,0.0449118924910642
0.0688543803105772,0.053629243646367
0.06934270924895,0.0661716590744366
0.0698310381873229,0.0785478874621308
0.0703193671256958,0.08190654309466
0.0708076960640687,0.078465957444943
0.0712960250024416,0.0740670316014197
0.0717843539408145,0.0741297387545796
0.0722726828791874,0.075265245014572
0.0727610118175603,0.069348762362292
0.0732493407559332,0.0594496855559499
0.073737669694306,0.0485997346205553
0.0742259986326789,0.0334691924269506
0.0747143275710518,0.0174839917612101
0.0752026565094247,0.0058859410766666
0.0756909854477976,0.0029185482410265
0.0761793143861705,0.0123100797930439
0.0766676433245434,0.0247271003690794
0.0771559722629163,0.0413484941418453
0.0776443012012891,0.059757491620256
0.078132630139662,0.0734167525899003
0.0786209590780349,0.0789773645313062
0.0791092880164078,0.0791332739230682
0.0795976169547807,0.0756539472684263
0.0800859458931536,0.071845899239926
0.0805742748315265,0.0687715079076026
0.0810626037698994,0.0630977522090042
0.0815509327082723,0.0579762198498686
0.0820392616466451,0.0533851617404525
0.082527590585018,0.0422221303781516
0.0830159195233909,0.0225016008401876
0.0835042484617638,0.0006408939950819
0.0839925774001367,0.0154254168209211
0.0844809063385096,0.0195759244196494
0.0849692352768825,0.026479316304452
0.0854575642152554,0.0402728082936458
0.0859458931536282,0.0554228653550834
0.0864342220920011,0.0689818524299597
0.086922551030374,0.0758040610599381
0.0874108799687469,0.0763177331705221
0.0878992089071198,0.0777933412583048
0.0883875378454927,0.080374811319061
0.0888758667838656,0.0780846300135179
0.0893641957222385,0.0676841312989252
0.0898525246606113,0.0547443854163041
0.0903408535989842,0.0462620824728793
0.0908291825373571,0.0383853113307681
0.09131751147573,0.0265263044631275
0.0918058404141029,0.0136907981021171
0.0922941693524758,0.0003850387308279
0.0927824982908487,0.0159329566349174
0.0932708272292216,0.0344107140058474
0.0937591561675944,0.0503685015380128
0.0942474851059673,0.0595486810614485
0.0947358140443402,0.0659103258453965
0.0952241429827131,0.0727127731813516
0.095712471921086,0.0769659188042222
0.0962008008594589,0.0814518110434016
0.0966891297978318,0.0863094046974229
0.0971774587362047,0.0855534429949703
0.0976657876745775,0.0770379153172538
0.0981541166129504,0.0635038940956519
0.0986424455513233,0.0533300253092346
0.0991307744896962,0.0467393681201034
0.0996191034280691,0.0351926029698562
0.100107432366442,0.0189604685737479
0.1005957613048149,0.0028224104125717
0.1010840902431878,0.0116079389373479
0.1015724191815607,0.0252552555319408
0.1020607481199335,0.0392289838008259
0.1025490770583064,0.0523015117287106
0.1030374059966793,0.0616253165380224
0.1035257349350522,0.0652379263337572
0.1040140638734251,0.0678260590268868
0.104502392811798,0.0748384633088643
0.1049907217501709,0.0819535576969979
0.1054790506885438,0.0826428684119328
0.1059673796269166,0.0783891790975476
0.1064557085652895,0.0743290069549384
0.1069440375036624,0.0679518444973637
0.1074323664420353,0.0555408051517814
0.1079206953804082,0.0423870874605202
0.1084090243187811,0.0285120779034517
0.108897353257154,0.0087300970637826
0.1093856821955269,0.0130850671829809
0.1098740111338997,0.0311211656684062
0.1103623400722726,0.0450311609025908
0.1108506690106455,0.0556399612941283
0.1113389979490184,0.0620737376050964
0.1118273268873913,0.0677825579099956
0.1123156558257642,0.0773169492907854
0.1128039847641371,0.086281287488719
0.11329231370251,0.0883934423839894
0.1137806426408829,0.0829456780770859
0.1142689715792557,0.0734615251975318
0.1147573005176286,0.0633591969706831
0.1152456294560015,0.0534292330944345
0.1157339583943744,0.0439070487012998
0.1162222873327473,0.03478862498523
0.1167106162711202,0.0259275179045747
0.1171989452094931,0.0147960419826576
0.117687274147866,0.0021039849444161
0.1181756030862389,0.0217478936818291
0.1186639320246117,0.0370772944212705
0.1191522609629846,0.0455496520644095
0.1196405899013575,0.0531553309205645
0.1201289188397304,0.0647789799817904
0.1206172477781033,0.0751480155851002
0.1211055767164762,0.0799607264700554
0.1215939056548491,0.0798674031770077
0.122082234593222,0.0785964599867032
0.1225705635315948,0.0783776611155638
0.1230588924699677,0.0718839290215145
0.1235472214083406,0.0571603607390813
0.1240355503467135,0.0413036900418753
0.1245238792850864,0.0271109124444231
0.1250122082234593,0.0142317512441349
0.1255005371618322,0.0006448930807805
0.1259888661002051,0.012082255048166
0.126477195038578,0.0215789488047104
0.1269655239769508,0.033639060901671
0.1274538529153237,0.0505855581068714
0.1279421818536966,0.0664008279033046
0.1284305107920695,0.0737680214113215
0.1289188397304424,0.0740885067809971
0.1294071686688153,0.0779849026851956
0.1298954976071882,0.0860600837190776
0.130383826545561,0.0865998528714276
0.1308721554839339,0.0721868092693618
0.1313604844223068,0.0543884500749102
0.1318488133606797,0.0501639047626074
0.1323371422990526,0.0531022354508748
0.1328254712374255,0.0461055250589345
0.1333138001757984,0.0274955056813012
0.1338021291141713,0.0080528626083413
0.1342904580525442,0.0071560276347219
0.134778786990917,0.0216073142315119
0.1352671159292899,0.0352176335349406
0.1357554448676628,0.0477217873123936
0.1362437738060357,0.0597221193511281
0.1367321027444086,0.0686259361935347
0.1372204316827815,0.0740405574599838
0.1377087606211544,0.0755008483812296
0.1381970895595273,0.0740965920162825
0.1386854184979001,0.0732935265460833
0.139173747436273,0.0720788407470629
0.1396620763746459,0.0680292272073794
0.1401504053130188,0.0592911174681504
0.1406387342513917,0.0462378519894586
0.1411270631897646,0.0337343660926409
0.1416153921281375,0.0238814492941288
0.1421037210665104,0.0122180538359378
0.1425920500048833,0.0049928151357892
0.1430803789432561,0.0230743886371567
0.143568707881629,0.038205831492883
0.1440570368200019,0.0529664203390325
0.1445453657583748,0.0638642296010854
0.1450336946967477,0.0668738087005833
0.1455220236351206,0.0676292383518439
0.1460103525734935,0.0717164551685631
0.1464986815118664,0.0774847884407525
0.1469870104502393,0.0810078324824996
0.1474753393886121,0.0823488000664609
0.147963668326985,0.0795117027188715
0.1484519972653579,0.0678455768990789
0.1489403262037308,0.0509620546472804
0.1494286551421037,0.0350828494001865
0.1499169840804766,0.0238880480911551
0.1504053130188495,0.0164697889219302
0.1508936419572223,0.0047845803458009
0.1513819708955952,0.0129710814419839
0.1518702998339681,0.0332294584558929
0.152358628772341,0.0523878163453718
0.1528469577107139,0.0641241382806319
0.1533352866490868,0.0689595202555333
0.1538236155874597,0.0737699405837823
0.1543119445258326,0.0814694903765659
0.1548002734642055,0.086889385378698
0.1552886024025783,0.0862405091579885
0.1557769313409512,0.0850821312396954
0.1562652602793241,0.0825150679298908
0.156753589217697,0.0716065249088731
0.1572419181560699,0.0542659088092045
0.1577302470944428,0.0380906032281091
0.1582185760328157,0.0274053658933045
0.1587069049711885,0.0171878292276407
0.1591952339095614,0.0041389359972871
0.1596835628479343,0.0078582486067808
0.1601718917863072,0.0201749408455096
0.1606602207246801,0.0357784001268511
0.161148549663053,0.0517441322103882
0.1616368786014259,0.0625107033143166
0.1621252075397988,0.0687019447785632
0.1626135364781717,0.0760388057169084
0.1631018654165446,0.0806791452960634
0.1635901943549174,0.0766106910711513
0.1640785232932903,0.0697398274896894
0.1645668522316632,0.0666940819000647
0.1650551811700361,0.063972243027419
0.165543510108409,0.0561958790506132
0.1660318390467819,0.0442161768779367
0.1665201679851548,0.0308398003176341
0.1670084969235276,0.017265118907146
0.1674968258619005,0.0024715920410893
0.1679851548002734,0.0144623023314597
0.1684734837386463,0.0274375678770587
0.1689618126770192,0.0327417297183609
0.1694501416153921,0.0411527503320392
0.169938470553765,0.0591600181720522
0.1704267994921379,0.0755276405875226
0.1709151284305108,0.0826196670239752
0.1714034573688836,0.0843870497532513
0.1718917863072565,0.0811842481257154
0.1723801152456294,0.073718334061621
0.1728684441840023,0.0683962832559132
0.1733567731223752,0.0653986174687736
0.1738451020607481,0.0588368172169801
0.174333430999121,0.0477955780469996
0.1748217599374938,0.0369055891398878
0.1753100888758667,0.0257789593992262
0.1757984178142396,0.0100594699001943
0.1762867467526125,0.0056134213748508
0.1767750756909854,0.0165901658609495
0.1772634046293583,0.029915347905575
0.1777517335677312,0.048767350744366
0.1782400625061041,0.0645598619010007
0.178728391444477,0.0732549909605435
0.1792167203828499,0.0805862206439388
0.1797050493212227,0.0847716617055224
0.1801933782595956,0.0796450078892172
0.1806817071979685,0.0719384198979561
0.1811700361363414,0.0676771932551644
0.1816583650747143,0.0634094120852768
0.1821466940130872,0.0557862094686079
0.1826350229514601,0.044579879717023
0.1831233518898329,0.0331797696383049
0.1836116808282058,0.0219759129735291
0.1841000097665787,0.0099436999445314
0.1845883387049516,0.003280210849686
0.1850766676433245,0.0214503401755096
0.1855649965816974,0.0405116654336015
0.1860533255200703,0.0540922041507582
0.1865416544584432,0.0652682593950831
0.1870299833968161,0.0742025215859768
0.1875183123351889,0.0780770576548778
0.1880066412735618,0.0772942717920332
0.1884949702119347,0.0735814577134417
0.1889832991503076,0.0716535472792757
0.1894716280886805,0.0721570429082046
0.1899599570270534,0.0692818814726661
0.1904482859654263,0.0588861948019524
0.1909366149037992,0.0450190230885543
0.1914249438421721,0.0353910797802765
0.1919132727805449,0.0243227503644679
0.1924016017189178,0.005297822071426
0.1928899306572907,0.0123454743487869
0.1933782595956636,0.0236711050932813
0.1938665885340365,0.0344984298077268
0.1943549174724094,0.0474940928802388
0.1948432464107823,0.0583980606393053
0.1953315753491551,0.0637302877739352
0.195819904287528,0.0684745481949828
0.1963082332259009,0.0766974732181863
0.1967965621642738,0.0842384409227637
