Time (s),Filtered EMG Contracted
0.0,7.746427811751204e-05
0.09765625,5.4414511119842764e-05
0.1953125,0.0001774076355700362
0.29296875,0.00013684029483372845
0.390625,0.00010401277233786636
0.48828125,8.303335545025514e-05
0.5859375,8.021931659960131e-05
0.68359375,6.974753776960086e-05
0.78125,5.635601288795565e-05
0.87890625,4.1743043995627206e-05
0.9765625,5.154691659110413e-05
1.07421875,8.537892277751885e-05
1.171875,3.537542788370346e-05
1.26953125,4.077644901466924e-05
1.3671875,2.0850369635537922e-05
1.46484375,4.604214135429928e-05
1.5625,3.182404427751314e-05
1.66015625,6.154663142869534e-05
1.7578125,3.397185081022663e-05
1.85546875,0.0001389241503726105
1.953125,6.537771612950424e-05
2.05078125,8.086115597716316e-05
2.1484375,7.514734208132382e-05
2.24609375,8.0676324943667e-05
2.34375,9.899937813047659e-05
2.44140625,0.00010028517785310451
2.5390625,4.168691109434395e-05
2.63671875,0.00010034678015593965
2.734375,0.00010105363205691064
2.83203125,7.605764011013556e-05
2.9296875,0.00013327111217440978
3.02734375,0.0002626527247803387
3.125,0.00014083774496925568
3.22265625,0.00016580424684848425
3.3203125,9.698862544987492e-05
3.41796875,0.00018404229364614525
3.515625,0.00027384708310224917
3.61328125,0.0001369166009796792
3.7109375,0.00015439366694792298
3.80859375,0.00030047817531283073
3.90625,0.00020877387824512258
4.00390625,0.00047207512905194163
4.1015625,0.0004594309600273155
4.19921875,0.00018794272100990282
4.296875,0.00020401484625053718
4.39453125,0.0001497719354865816
4.4921875,0.0003766029391184851
4.58984375,0.0008331430286829082
4.6875,0.0006802771082378502
4.78515625,0.0001636869750974407
4.8828125,0.0005151727187275605
4.98046875,0.0005305630384156147
5.078125,0.0013917928679347852
5.17578125,0.0006209103502055548
5.2734375,0.0005389869197169767
5.37109375,0.0004949351624204539
5.46875,0.0011003860664684929
5.56640625,0.0008938872521318942
5.6640625,0.0005580535443025035
5.76171875,0.0006030584185066565
5.859375,0.00093393921054011
5.95703125,0.0007611944001826636
6.0546875,0.0009894532182485414
6.15234375,0.000780451715406836
6.25,0.0005157056795336123
6.34765625,0.00039987808133926046
6.4453125,0.0007710367217819299
6.54296875,0.0012835371606753265
6.640625,0.0007660245777245514
6.73828125,0.00033395272936796586
6.8359375,0.0005683153908254036
6.93359375,0.0014100871934875575
7.03125,0.0011894391601341547
7.12890625,0.00036798395248812527
7.2265625,0.0018202547517741808
7.32421875,0.0013118518480168782
7.421875,0.000344894212703149
7.51953125,0.0017042008341454484
7.6171875,0.00162675657313642
7.71484375,0.000936417937343703
7.8125,0.000882775202294632
7.91015625,0.0002141445365197677
8.0078125,0.00014287291844574976
8.10546875,0.0010039477270347803
8.203125,0.00041083837466646274
8.30078125,0.0016915076114212024
8.3984375,0.001091497815716803
8.49609375,0.0010243014198001285
8.59375,0.0009704276317377635
8.69140625,0.001259857468939394
8.7890625,0.0009423494152183912
8.88671875,0.00035771442557895676
8.984375,0.0012853561833462309
9.08203125,0.0007150067903371274
9.1796875,0.0008723510274391042
9.27734375,0.0009427567702276695
9.375,0.0003158290128209191
9.47265625,0.0006570358378693726
9.5703125,0.0006900310322410004
9.66796875,0.0008703104725869847
9.765625,0.0008750057521574456
9.86328125,0.0010847558721446024
9.9609375,0.0005602199010101137
10.05859375,0.0011159990332444308
10.15625,0.002214617811482317
10.25390625,0.0011086686635219285
10.3515625,0.0009489129773293933
10.44921875,0.0006472609658344393
10.546875,0.0010718946877899878
10.64453125,0.0008554327365098542
10.7421875,0.0011562897244309595
