Time (s),Filtered EMG Contracted
0.0,0.0773229129026616
0.0004883289383728,0.0909275489428131
0.0009766578767457,0.1058676145425752
0.0014649868151186,0.1088575878908982
0.0019533157534915,0.0963355077905579
0.0024416446918644,0.0915560623797171
0.0029299736302373,0.0991958842356913
0.0034183025686102,0.0954892721137449
0.0039066315069831,0.071213923377607
0.0043949604453559,0.0450741621691929
0.0048832893837288,0.038661356369346
0.0053716183221017,0.0542621532456257
0.0058599472604746,0.0744567491063503
0.0063482761988475,0.0814335094793716
0.0068366051372204,0.0635484937298618
0.0073249340755933,0.0133092107726486
0.0078132630139662,0.0570349769217234
0.008301591952339,0.1212350838715808
0.0087899208907119,0.1560262661047068
0.0092782498290848,0.1462890774499679
0.0097665787674577,0.1081712782270138
0.0102549077058306,0.0826408411541038
0.0107432366442035,0.0848954535142061
0.0112315655825764,0.0937077621776854
0.0117198945209493,0.0878144987166358
0.0122082234593221,0.0660333547000971
0.012696552397695,0.0394574143303709
0.0131848813360679,0.0235995054827135
0.0136732102744408,0.0266958009543769
0.0141615392128137,0.0355389113552955
0.0146498681511866,0.0331706997339409
0.0151381970895595,0.0223999323667516
0.0156265260279324,0.0094327391142242
0.0161148549663053,0.0089185078863551
0.0166031839046781,0.0297669392405852
0.017091512843051,0.0430798370411222
0.0175798417814239,0.045066673245843
0.0180681707197968,0.0442854921523712
0.0185564996581697,0.0557367862343708
0.0190448285965426,0.083878843663341
0.0195331575349155,0.1118052683365075
0.0200214864732884,0.1162614487618883
0.0205098154116612,0.0966134415063693
0.0209981443500341,0.0698201343096431
0.021486473288407,0.0441031057639065
0.0219748022267799,0.0201921192571959
0.0224631311651528,0.0034142625236412
0.0229514601035257,0.0039675238008368
0.0234397890418986,0.0249222054095356
0.0239281179802715,0.0504403208912926
0.0244164469186443,0.0592613542674464
0.0249047758570172,0.0461453329385737
0.0253931047953901,0.0221883361987137
0.025881433733763,0.0032458077006942
0.0263697626721359,0.009230741068869
0.0268580916105088,0.0324938260179766
0.0273464205488817,0.0693085811913064
0.0278347494872546,0.0983695574728515
0.0283230784256275,0.1149798291345916
0.0288114073640003,0.1331347039876513
0.0292997363023732,0.1453241616452068
0.0297880652407461,0.1377784259689596
0.030276394179119,0.1220015542740153
0.0307647231174919,0.1061993339527371
0.0312530520558648,0.0773198636956342
0.0317413809942377,0.0299428876253796
0.0322297099326106,0.0185833490797677
0.0327180388709834,0.0439986068296453
0.0332063678093563,0.0428961503636999
0.0336946967477292,0.0325540624689018
0.0341830256861021,0.0259136557262028
0.034671354624475,0.0338480647862206
0.0351596835628479,0.0645011172853028
0.0356480125012208,0.1021712376207948
0.0361363414395937,0.1236060521312138
0.0366246703779666,0.1281081938483384
0.0371129993163394,0.1252867277413671
0.0376013282547123,0.1108464604461967
0.0380896571930852,0.0731241265505755
0.0385779861314581,0.0264914848825247
0.039066315069831,0.0057369732853856
0.0395546440082039,0.0095555577103696
0.0400429729465768,0.0006471695179976
0.0405313018849497,0.0337120041251103
0.0410196308233225,0.0699051104498583
0.0415079597616954,0.082407437578722
0.0419962887000683,0.059430722378957
0.0424846176384412,0.0114178501717529
0.0429729465768141,0.0323428891010917
0.043461275515187,0.0544197149730797
0.0439496044535599,0.0591286638332284
0.0444379333919328,0.0540284699140124
0.0449262623303056,0.0355961356780684
0.0454145912686785,0.0071297192359807
0.0459029202070514,0.0750271714416076
0.0463912491454243,0.1444063929455863
0.0468795780837972,0.1739424168501603
0.0473679070221701,0.1505603869216276
0.047856235960543,0.1112778069928179
0.0483445648989159,0.0888970338365996
0.0488328938372887,0.0728257954771798
0.0493212227756616,0.0429709620242563
0.0498095517140345,0.0089538909590623
0.0502978806524074,0.0080537051237764
0.0507862095907803,0.0081688740556894
0.0512745385291532,0.0052693475605238
0.0517628674675261,0.0082460734012093
0.052251196405899,0.0173911242704083
0.0527395253442719,0.0293526312190767
0.0532278542826447,0.0400721279633161
0.0537161832210176,0.0454676168752503
0.0542045121593905,0.047149073164748
0.0546928410977634,0.0523404691401783
0.0551811700361363,0.0631308095930485
0.0556694989745092,0.070772758174479
0.0561578279128821,0.0701490267589292
0.056646156851255,0.0678255568640425
0.0571344857896278,0.0618671746648432
0.0576228147280007,0.043459589633106
0.0581111436663736,0.0231678800732715
0.0585994726047465,0.0188626506197953
0.0590878015431194,0.0248760754758101
0.0595761304814923,0.0277148696802382
0.0600644594198652,0.0249337178428598
0.0605527883582381,0.0019299207086032
0.061041117296611,0.0549357858145564
0.0615294462349838,0.1196176200264404
0.0620177751733567,0.1468871576699456
0.0625061041117296,0.1194512326987173
0.0629944330501025,0.0682184003904795
0.0634827619884754,0.0363186493831382
0.0639710909268483,0.0266874610846467
0.0644594198652212,0.0223969966699753
0.0649477488035941,0.0200360337561966
0.0654360777419669,0.0131643332249809
0.0659244066803398,0.005902242737168
0.0664127356187127,0.023019728885102
0.0669010645570856,0.0128039018044035
0.0673893934954585,0.0248033443999215
0.0678777224338314,0.0502586775732867
0.0683660513722043,0.0332948343078176
0.0688543803105772,0.0044910704206223
0.06934270924895,0.039622666696905
